"papel","cotacao","pl","pvp","psr","div_yield","p_ativo","p_cap_giro","p_ebit","p_ativ_circ_liq","ev_ebit","mrg_ebit","mrg_liq","liq_corr","roic","roe","liq_2meses","patrim_liq","div_brut_patrim","cresc_rec_5a","setor","subsetor","empresa","tipo"
"MSPA4","41,68","-38,03","0,28","1,698","14,92%","0,172","1,27","51,17","-0,83","48,23","3,32%","-4,46%","3,62","0,35%","-0,75%","1.515,64","941.540.000,00","0,04","25,58%","Madeira e Papel","Papel e Celulose","MELHORAMENTOS PN","PN"
"CYRE4","8,50","-37,08","0,58","1,129","0,00%","0,300","0,67","40,14","1,33","62,49","2,81%","-0,03%","3,04","0,88%","-1,56%","0,00","5.879.870.000,00","0,57","-14,99%","Construção e Engenharia","Construção Civil","CYRELA BRAZIL REALTY PN","PN"
"ROMI3","6,48","-36,67","0,65","0,660","0,00%","0,374","1,21","-26,84","2,48","-37,19","-2,46%","-1,75%","2,15","-1,65%","-1,79%","924.555,00","621.955.000,00","0,47","-1,47%","Máquinas e Equipamentos","Máqs. e Equips. Industriais","ROMI ON","ON"
"MEAL3","11,25","-33,80","1,82","1,256","2,66%","1,285","17,40","-758,16","-20,25","-732,67","-0,17%","-3,72%","1,49","-0,20%","-5,39%","4.625.020,00","1.028.160.000,00","0,10","66,50%","Hoteis e Restaurantes","Restaurante e Similares","IMC S/A ON NM","ON NM"
"IMBI4","3,50","-32,43","1,96","1.857,600","0,00%","0,362","-1,54","-67,85","-0,26","-75,44","-2.737,88%","-13.821,20%","0,05","-0,54%","-6,05%","0,00","62.544.000,00","0,22","-57,16%","Transporte","Serviços de Apoio e Armazenagem","COMPANHIA DOCAS DE IMBITUBA PN","PN"
"PRTX3","2,77","-32,27","-145,32","297,651","0,00%","1,400","-2,57","-97,11","-1,43","-128,99","-306,50%","-922,47%","0,05","-1,50%","450,37%","0,00","-18.917.000,00","-49,85","307,96%","Transporte","Serviços de Apoio e Armazenagem","PORTX ON NM","ON NM"
"DFVA3","9,90","-31,38","60,69","4,327","0,00%","5,365","29,10","-55,91","-31,47","-58,28","-7,74%","-13,79%","1,33","-10,35%","-193,42%","0,00","1.170.000,00","2,84","3,39%","","","D F VASCONCELLOS S/A O.M.A.P. ON","ON"
"BMIN4","49,00","-31,30","1,54","0,000","4,75%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-4,93%","256.980,00","57.937.000,00","0,00","41,71%","Financeiros","Bancos","BANCO MERCANTIL DE INVESTIMENTOS SA PN","PN"
"ASTA4","25,83","-30,79","1,00","0,652","0,00%","0,446","2,57","19,90","-3,30","33,20","3,28%","-2,12%","1,71","2,52%","-3,25%","0,00","515.672.000,00","0,85","-4,73%","","","SANTISTA TÊXTIL S.A. PN","PN"
"KEPL3","22,96","-30,37","1,32","1,177","0,00%","0,838","6,44","-13,95","18,15","-14,86","-8,44%","-3,87%","1,46","-7,07%","-4,34%","372.469,00","458.308.000,00","0,22","-1,21%","Máquinas e Equipamentos","Máqs. e Equips. Industriais","KEPLER WEBER SA ON","ON"
"AMAR3","9,09","-29,90","1,84","0,665","0,00%","0,711","4,22","10,90","-44,64","14,02","6,10%","-2,22%","1,39","8,52%","-6,16%","7.574.810,00","1.006.700.000,00","0,80","-2,11%","Comércio","Tecidos, Vestuário e Calçados","LOJAS MARISA ON NM","ON NM"
"VGOR4","5,87","-29,58","7,18","1,229","0,00%","1,468","113,97","27,32","-3,22","34,09","4,50%","-4,59%","1,04","6,00%","-24,29%","0,00","135.178.000,00","1,89","4,77%","Alimentos","Laticínios","VIGOR PN N1","PN N1"
"MAPT3","6,30","-29,54","-1,11","0,000","0,00%","7,490","0,00","-33,66","0,00","-33,66","0,00%","0,00%","0,00","0,00%","3,77%","0,00","-5.203.000,00","0,00","0,00%","Outros","Outros","CIA MARCOPOLO ON","ON"
"BAHI4","86,00","-29,47","3,21","8,595","0,00%","1,429","-169,11","470,98","-6,37","415,01","1,82%","-29,16%","0,97","0,37%","-10,91%","0,00","31.356.000,00","0,01","0,00%","Holdings Diversificadas","Holdings Diversificadas","BAHEMA PN","PN"
"CRBM3","90,00","-28,95","3,26","1,498","0,00%","1,172","2,98","-15,45","16,90","-14,17","-9,70%","-5,18%","2,24","-12,71%","-11,28%","0,00","827.347.000,00","0,45","-1,58%","Siderurgia e Metalurgia","Artefatos de Cobre","CARAÍBA METAIS S.A ON","ON"
"ETER4","9,85","-27,99","4,07","2,429","0,00%","2,188","9,21","95,70","-88,48","101,92","2,54%","-8,68%","2,19","2,38%","-14,53%","0,00","433.670.000,00","0,28","-5,50%","Construção e Engenharia","Materiais de Construção","ETERNIT PN","PN"
"DFVA4","8,00","-25,35","49,04","3,497","0,00%","4,335","23,51","-45,18","-25,43","-47,55","-7,74%","-13,79%","1,33","-10,35%","-193,42%","0,00","1.170.000,00","2,84","3,39%","","","D F VASCONCELLOS S/A O.M.A.P. PN","PN"
"ITEC3","15,61","-24,35","3,47","40,676","0,00%","1,689","11,64","-9,30","-8,69","-8,43","-437,40%","-167,03%","1,83","-24,84%","-14,24%","0,00","49.830.000,00","0,22","-76,01%","Computadores e Equipamentos","Computadores e Equipamentos","ITAUTEC PHILCO SA - GRUPO ITAUTEC PHILCO ON","ON"
"TUPY3","18,05","-24,35","1,28","0,784","0,01%","0,552","2,13","13,48","-5,31","17,47","5,81%","-3,22%","2,26","5,85%","-5,25%","7.897.810,00","2.036.180.000,00","0,89","3,56%","Material de Transporte","Material Rodoviário","TUPY ON","ON"
"BAHI3","69,15","-23,70","2,58","6,911","0,48%","1,149","-135,98","378,70","-5,12","322,73","1,82%","-29,16%","0,97","0,37%","-10,91%","12.686,80","31.356.000,00","0,01","0,00%","Holdings Diversificadas","Holdings Diversificadas","BAHEMA ON","ON"
"PETR3","16,37","-23,25","0,83","0,773","0,00%","0,264","2,95","3,13","-0,53","7,47","24,66%","-3,06%","2,04","9,60%","-3,55%","125.709.000,00","258.635.000.000,00","1,46","-1,62%","Petróleo, Gás e Biocombustíveis","Exploração e/ou Refino","PETROBRAS ON","ON"
"TAMM4","52,73","-22,74","3,80","0,626","0,00%","0,524","-31,11","9,77","-0,96","18,01","6,41%","-2,21%","0,95","6,36%","-16,70%","0,00","2.174.310.000,00","4,08","9,79%","Transporte","Transporte Aéreo","TAM PN","PN"
"TAMM3","52,60","-22,68","3,79","0,625","0,00%","0,523","-31,04","9,74","-0,96","17,98","6,41%","-2,21%","0,95","6,36%","-16,70%","0,00","2.174.310.000,00","4,08","9,79%","Transporte","Transporte Aéreo","TAM ON","ON"
"CBEE3","60,00","-22,57","2,80","1,213","0,00%","0,715","-6,10","51,02","-1,27","79,54","2,38%","-5,37%","0,61","1,54%","-12,39%","136,36","2.103.890.000,00","1,61","6,88%","Energia Elétrica","Energia Elétrica","AMPLA ENERG ON","ON"
"PETR4","15,69","-22,29","0,79","0,741","0,00%","0,253","2,82","3,00","-0,51","7,34","24,66%","-3,06%","2,04","9,60%","-3,55%","615.650.000,00","258.635.000.000,00","1,46","-1,62%","Petróleo, Gás e Biocombustíveis","Exploração e/ou Refino","PETROBRAS PN","PN"
"BAHI5","65,00","-22,27","2,43","6,496","0,00%","1,080","-127,82","355,97","-4,81","300,00","1,82%","-29,16%","0,97","0,37%","-10,91%","0,00","31.356.000,00","0,01","0,00%","Holdings Diversificadas","Holdings Diversificadas","BAHEMA PNA","PNA"
"RAIL3","12,15","-21,42","3,69","3,944","0,00%","0,768","-558,89","27,86","-1,19","40,05","14,16%","-18,25%","0,99","3,12%","-17,24%","114.082.000,00","5.127.330.000,00","2,10","7,04%","Transporte","Transporte Ferroviário","ALL - AMÉRICA LATINA LOGÍSTICA S/A ON NM","ON NM"
"BTOW3","24,45","-20,70","2,76","1,331","0,00%","0,994","3,17","34,02","-7,46","40,94","3,91%","-6,43%","2,62","4,70%","-13,35%","39.995.400,00","4.012.950.000,00","1,43","11,57%","Comércio","Produtos Diversos","B2W - COMPANHIA GLOBAL DO VAREJO ON","ON"
"GSHP3","5,60","-20,31","0,43","1,568","0,00%","0,119","-3,24","2,42","-0,18","9,42","64,70%","-7,72%","0,65","5,05%","-2,12%","29.350,80","904.663.000,00","1,34","5,11%","Exploração de Imóveis","Exploração de Imóveis","Generalshopp ON NM","ON NM"
"CRBM7","60,00","-19,30","2,18","0,999","0,00%","0,782","1,99","-10,30","11,26","-9,02","-9,70%","-5,18%","2,24","-12,71%","-11,28%","0,00","827.347.000,00","0,45","-1,58%","Siderurgia e Metalurgia","Artefatos de Cobre","CARAÍBA METAIS S.A PNC","PNC"
"WMBY3","25,39","-19,30","2,87","0,836","0,00%","0,182","1,20","8,62","-1,50","25,02","9,70%","-7,05%","1,44","2,39%","-14,86%","0,00","212.439.000,00","6,51","-14,48%","Tecidos, Vestuário e Calçados","Fios e Tecidos","WEMBLEY SOCIEDADE ANÔNIMA ON","ON"
"TDBH4","0,66","-18,63","1,28","0,906","0,00%","0,811","-6,15","8,73","-5,66","10,23","10,38%","-4,86%","0,63","10,48%","-6,85%","0,00","554.115.000,00","0,27","35,74%","","","TELEFÔNICA EMPRESAS S.A PN","PN"
"TANC4","43,00","-18,54","3,10","0,511","0,00%","0,428","-25,37","7,96","-0,78","16,20","6,41%","-2,21%","0,95","6,36%","-16,70%","0,00","2.174.310.000,00","4,08","9,79%","Transporte","Transporte Aéreo","TAM PN","PN"
"CCPR3","7,60","-17,66","0,80","2,052","38,01%","0,191","1,14","4,60","-0,71","15,28","44,61%","-4,14%","2,34","4,48%","-4,52%","52.021,60","1.139.250.000,00","2,14","6,12%","Exploração de Imóveis","Exploração de Imóveis","CYRELA COMMERCIAL PROPERTIES SA EMP PART ON","ON"
"WLMM4","5,29","-16,85","0,46","0,423","0,00%","0,373","1,57","-10,09","2,25","-7,96","-4,20%","-2,29%","3,11","-4,31%","-2,71%","41.378,30","421.287.000,00","0,00","-21,16%","Comércio","Material de Transporte","WLM PN","PN"
"RANI4","2,49","-16,66","0,95","0,523","0,99%","0,265","-4,05","5,92","-0,52","16,69","8,84%","-3,14%","0,77","4,92%","-5,72%","1.149,09","435.935.000,00","1,89","10,40%","Madeira e Papel","Papel e Celulose","CELULOSE IRANI PN","PN"
"CCIM3","5,52","-16,44","0,94","0,498","0,00%","0,198","0,53","8,96","-1,09","25,04","5,55%","-3,03%","2,58","2,38%","-5,75%","0,00","660.347.000,00","1,93","29,98%","Construção e Engenharia","Construção Civil","CC DES IMOB ON NM","ON NM"
"RANI3","2,40","-16,06","0,92","0,504","1,03%","0,255","-3,91","5,71","-0,50","16,48","8,84%","-3,14%","0,77","4,92%","-5,72%","14.471,80","435.935.000,00","1,89","10,40%","Madeira e Papel","Papel e Celulose","CELULOSE IRANI ON","ON"
"AELP3","5,81","-15,95","-639,90","0,063","0,00%","16,147","-578,21","3,69","-23,10","3,62","1,72%","-0,39%","0,92","606,50%","4.010,90%","3.633,25","-853.000,00","0,00","1,24%","Energia Elétrica","Energia Elétrica","AES ELPA ON","ON"
"TDBH3","0,56","-15,81","1,08","0,769","0,00%","0,688","-5,22","7,40","-4,80","8,91","10,38%","-4,86%","0,63","10,48%","-6,85%","0,00","554.115.000,00","0,27","35,74%","","","TELEFÔNICA EMPRESAS S.A ON","ON"
"PMAM4","5,84","-15,04","22,29","0,938","0,00%","0,927","-2,68","20,15","-1,98","31,51","4,65%","-6,23%","0,59","5,18%","-148,16%","0,00","142.833.000,00","13,95","-5,68%","Siderurgia e Metalurgia","Artefatos de Cobre","PARANAPANEMA S.A. PN","PN"
"BAHI11","43,70","-14,98","1,63","4,367","0,00%","0,726","-85,93","239,32","-3,24","183,35","1,82%","-29,16%","0,97","0,37%","-10,91%","0,00","31.356.000,00","0,01","0,00%","Holdings Diversificadas","Holdings Diversificadas","BAHEMA PRB","PRB"
"RLOG3","9,18","-14,80","2,30","0,655","0,00%","0,137","-119,77","3,66","-0,21","15,10","17,92%","-15,41%","0,99","3,84%","-15,55%","5.097.970,00","1.467.690.000,00","7,33","62,93%","Transporte","Transporte Ferroviário","COSAN LOG ON NM","ON NM"
"LIGT3","19,45","-14,05","1,20","0,400","0,00%","0,284","-2,02","3,97","-0,53","10,54","10,07%","-2,85%","0,61","8,10%","-8,53%","22.514.700,00","3.311.590.000,00","2,07","7,68%","Energia Elétrica","Energia Elétrica","LIGHT SA ON","ON"
"LPSB3","6,89","-13,84","7,21","6,753","0,00%","2,804","15,97","-25,01","-9,19","-23,53","-27,01%","-42,17%","2,22","-13,69%","-52,06%","3.388.250,00","119.666.000,00","0,00","-29,36%","Construção e Engenharia","Intermediação Imobiliária","LOPES BRASIL ON NM","ON NM"
"LECO4","1,46","-13,48","2,00","0,637","0,00%","0,924","-16,84","-29,69","-3,16","-32,69","-2,14%","-4,72%","0,82","-3,48%","-14,82%","0,00","105.928.000,00","0,20","3,58%","Alimentos","Grãos e Derivados","LECO PN","PN"
"AESL3","10.081,90","-13,43","3,74","1,807","0,00%","1,396","-60,35","76,57","-3,34","91,24","2,36%","-13,46%","0,90","2,11%","-27,86%","0,00","1.420.890.000,00","0,82","28,92%","Energia Elétrica","Energia Elétrica","AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A. ON","ON"
"AESL4","10.081,90","-13,43","3,74","1,807","0,00%","1,396","-60,35","76,57","-3,34","91,24","2,36%","-13,46%","0,90","2,11%","-27,86%","0,00","1.420.890.000,00","0,82","28,92%","Energia Elétrica","Energia Elétrica","AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A. PN","PN"
"GOLL4","15,42","-12,74","-1,38","0,539","0,00%","0,633","-1,73","6,73","-0,53","13,69","8,00%","-4,23%","0,39","11,86%","10,85%","33.350.600,00","-3.876.650.000,00","-1,60","4,29%","Transporte","Transporte Aéreo","GOL LINHAS AEREAS INTELIGENTES SA PN","PN"
"IGUA3","8,15","-12,52","-1,44","0,568","0,00%","0,564","-0,65","8,22","-0,60","14,80","6,91%","-4,53%","0,34","7,61%","11,52%","0,00","-164.188.000,00","-1,33","-7,41%","Alimentos","Café","CIA. IGUAÇU DE CAFÉ SOLÚVEL ON","ON"
"LIGH3","16,66","-12,47","1,63","0,425","0,00%","0,329","-2,96","8,15","-0,58","20,65","5,21%","-3,41%","0,68","4,50%","-13,04%","0,00","2.291.380.000,00","2,53","25,62%","Energia Elétrica","Energia Elétrica","LIGHT ON","ON"
"FGUI3","12,00","-12,41","-2,15","16,009","0,00%","25,203","-2,20","-57,76","-2,05","-70,17","-27,72%","-129,00%","0,04","-60,74%","17,32%","0,00","-222.024.000,00","-0,46","2,13%","Tecidos, Vestuário e Calçados","Fios e Tecidos","FERREIRA GUIMARAES ON","ON"
"IGUA6","8,07","-12,40","-1,43","0,562","0,00%","0,558","-0,64","8,14","-0,59","14,72","6,91%","-4,53%","0,34","7,61%","11,52%","0,00","-164.188.000,00","-1,33","-7,41%","Alimentos","Café","CIA. IGUAÇU DE CAFÉ SOLÚVEL PNB","PNB"
"IGUA5","7,98","-12,26","-1,41","0,556","0,00%","0,552","-0,64","8,04","-0,59","14,63","6,91%","-4,53%","0,34","7,61%","11,52%","0,00","-164.188.000,00","-1,33","-7,41%","Alimentos","Café","CIA. IGUAÇU DE CAFÉ SOLÚVEL PNA","PNA"
"PRVI3","10,54","-11,74","1,61","0,919","0,00%","0,565","-250,86","9,71","-1,48","9,87","9,46%","-7,83%","0,99","6,15%","-13,71%","0,00","525.170.000,00","0,10","16,19%","Materiais Diversos","Materiais Diversos","Providencia ON NM","ON NM"
"JSLG3","9,48","-11,01","2,83","0,271","0,00%","0,190","3,50","2,98","-0,37","11,02","9,12%","-2,46%","1,17","9,02%","-25,74%","1.281.540,00","677.685.000,00","10,47","12,32%","Transporte","Transporte Rodoviário","JULIO SIMOES ON NM","ON NM"
"CPNY3","2,35","-11,00","0,42","0,232","0,00%","0,054","0,20","1,21","-0,13","4,21","19,13%","-2,11%","2,26","5,48%","-3,86%","0,00","398.830.000,00","2,33","20,10%","Construção e Engenharia","Construção Civil","COMPANY  S/A ON","ON"
"HOOT4","2,86","-10,99","-0,57","0,384","0,00%","0,092","-0,32","10,79","-0,09","12,28","3,55%","-3,49%","0,29","0,87%","5,20%","5.795,27","-92.047.000,00","-0,08","-5,99%","Hoteis e Restaurantes","Hotelaria","HOTEIS OTHON S.A. PN","PN"
"MAPT4","2,30","-10,78","-0,41","0,000","0,00%","2,734","0,00","-12,29","0,00","-12,29","0,00%","0,00%","0,00","0,00%","3,77%","120,16","-5.203.000,00","0,00","0,00%","Outros","Outros","CIA MARCOPOLO PN","PN"
"PINE4","3,17","-10,57","0,34","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-3,23%","125.747,00","1.126.710.000,00","0,00","-51,71%","Financeiros","Bancos","Pine PN","PN"
"BIOM3","11,80","-10,15","5,47","0,000","0,00%","1,692","0,00","-13,53","0,00","-16,39","0,00%","0,00%","0,00","0,00%","-53,91%","35.748,50","76.172.000,00","0,00","0,00%","Saúde","Medicamentos e Outros Produtos","BIOMM SA ON","ON"
"GGBR4","10,76","-8,89","0,74","0,530","0,37%","0,342","1,99","14,45","-1,69","25,79","3,67%","-5,95%","2,08","2,80%","-8,30%","121.723.000,00","25.083.200.000,00","0,80","-1,38%","Siderurgia e Metalurgia","Siderurgia","GERDAU S.A. PN N1","PN N1"
"TERI3","64,28","-8,83","0,29","0,107","0,00%","0,081","7,90","7,20","-0,26","39,56","1,49%","-1,91%","1,03","1,25%","-3,27%","0,00","3.641.000.000,00","1,43","7,94%","Alimentos","Alimentos Diversos","TEREOS ON NM","ON NM"
"ELET6","24,15","-8,83","0,71","0,838","7,02%","0,192","11,10","-39,61","-0,35","-86,15","-2,12%","-9,39%","1,11","-0,55%","-8,05%","46.528.500,00","45.963.900.000,00","1,03","8,45%","Energia Elétrica","Energia Elétrica","ELETROBRÁS PNB","PNB"
"GGBR3","10,64","-8,79","0,73","0,524","0,38%","0,338","1,97","14,29","-1,67","25,63","3,67%","-5,95%","2,08","2,80%","-8,30%","3.134.490,00","25.083.200.000,00","0,80","-1,38%","Siderurgia e Metalurgia","Siderurgia","GERDAU S.A. ON N1","ON N1"
"GPIV33","5,80","-8,77","0,82","5,625","0,00%","0,321","1,11","18,76","3,95","3,71","29,99%","-88,63%","13,59","2,32%","-9,39%","73.433,00","1.166.040.000,00","0,00","-22,45%","Holdings Diversificadas","Holdings Diversificadas","GP INVESTMENTS, LTD DR3","DR3"
"ELET5","23,95","-8,76","0,70","0,831","0,00%","0,190","11,01","-39,29","-0,35","-85,82","-2,12%","-9,39%","1,11","-0,55%","-8,05%","218,07","45.963.900.000,00","1,03","8,45%","Energia Elétrica","Energia Elétrica","ELETROBRÁS PNA","PNA"
"MGEL3","25,00","-8,67","-0,46","0,340","0,00%","0,395","1,88","41,26","-0,27","184,55","0,82%","-10,96%","2,09","1,22%","5,35%","0,00","-311.774.000,00","-1,79","2,40%","Siderurgia e Metalurgia","Artefatos de Ferro e Aço","MANGELS ON","ON"
"FHER3","2,80","-8,56","0,77","0,032","0,00%","0,052","-0,15","0,89","-0,14","7,05","3,61%","-0,37%","0,62","8,73%","-8,96%","507.731,00","196.655.000,00","5,75","-2,14%","Químicos","Fertilizantes e Defensivos","Fer Heringer ON NM","ON NM"
"EVEN3","5,80","-8,32","0,57","0,901","0,00%","0,278","0,51","-10,23","1,07","-20,42","-8,81%","-9,06%","3,36","-2,97%","-6,85%","4.957.220,00","2.287.690.000,00","0,72","-9,45%","Construção e Engenharia","Construção Civil","Even ON NM","ON NM"
"SEMP3","16,86","-8,12","1,36","15,081","0,00%","1,201","15,67","-4,42","15,67","-4,07","-340,98%","-185,82%","1,64","-30,21%","-16,81%","0,00","118.441.000,00","0,00","-10,37%","Comércio","Eletrodomésticos","SEMP TOSHIBA ON","ON"
"DIRR3","6,00","-7,92","0,60","0,969","0,00%","0,219","0,45","-7,85","6,34","-10,93","-12,33%","-11,88%","4,41","-3,34%","-7,53%","4.329.820,00","1.543.370.000,00","0,63","-10,30%","Construção e Engenharia","Construção Civil","Direcional Engenharia ON NM","ON NM"
"SZPQ4","6,64","-7,85","2,20","0,855","0,00%","0,744","2,62","-20,31","-3,17","-22,77","-4,21%","-10,89%","2,97","-3,77%","-28,00%","0,00","684.467.000,00","0,30","-11,71%","Químicos","Petroquímicos","SUZANO PETROQUIMICA S.A. PN","PN"
"ELET3","20,81","-7,61","0,61","0,722","0,00%","0,165","9,57","-34,14","-0,30","-80,67","-2,12%","-9,39%","1,11","-0,55%","-8,05%","79.764.400,00","45.963.900.000,00","1,03","8,45%","Energia Elétrica","Energia Elétrica","ELETROBRÁS ON","ON"
"MEDI3","11,55","-7,52","1,89","0,374","0,00%","0,824","-10,02","-9,11","-3,31","-6,61","-4,11%","-4,98%","0,79","-12,30%","-25,13%","0,00","426.164.000,00","0,02","13,02%","Saúde","Serviços Médico - Hospitalares, Análises e Diagnósticos","MEDIAL SAUDE ON NM","ON NM"
"BIOM4","8,68","-7,46","4,02","0,000","0,00%","1,245","0,00","-9,95","0,00","-12,82","0,00%","0,00%","0,00","0,00%","-53,91%","0,00","76.172.000,00","0,00","0,00%","Saúde","Medicamentos e Outros Produtos","BIOMM SA PN","PN"
"PFRM3","9,51","-7,25","0,90","0,173","0,00%","0,259","1,49","10,87","-2,95","18,60","1,59%","-2,39%","1,38","3,56%","-12,41%","1.507.220,00","806.688.000,00","0,96","2,05%","Comércio e Distribuição","Medicamentos","PROFARMA ON NM","ON NM"
"LATM11","28,65","-7,05","0,17","0,059","0,00%","0,029","-0,19","0,52","-0,04","8,21","11,46%","-0,39%","0,49","6,55%","-2,37%","0,00","11.357.000.000,00","2,92","16,69%","Transporte","Transporte Aéreo","LATAM AIRLN DR3 ED","DR3 ED"
"ALLL3","3,97","-7,00","1,21","1,289","0,00%","0,251","-182,62","9,10","-0,39","21,29","14,16%","-18,25%","0,99","3,12%","-17,24%","0,00","5.127.330.000,00","2,10","7,04%","Transporte","Transporte Ferroviário","ALL - AMÉRICA LATINA LOGÍSTICA S/A ON","ON"
"PRML3","10,85","-6,21","1,44","19,803","0,00%","0,516","11,82","-35,03","-0,94","-72,18","-56,54%","-313,78%","3,10","-1,54%","-23,21%","1.374.010,00","2.831.200.000,00","1,63","-19,48%","Transporte","Serviços de Apoio e Armazenagem","PRUMO ON NM","ON NM"
"MILS3","4,76","-6,14","0,90","2,805","0,00%","0,606","8,44","-4,61","-5,36","-5,91","-60,82%","-45,65%","1,50","-14,96%","-14,72%","2.995.980,00","923.895.000,00","0,42","-23,88%","Construção e Engenharia","Construção Civil","MILLS ON NM","ON NM"
"TKNO4","32,00","-6,12","0,52","0,782","0,00%","0,445","1,30","-4,79","1,50","-3,81","-16,33%","-12,78%","4,36","-11,27%","-8,55%","0,00","180.352.000,00","0,04","-7,75%","Siderurgia e Metalurgia","Artefatos de Ferro e Aço","TEKNO PN","PN"
"ALLL4","3,32","-5,85","1,01","1,078","0,00%","0,210","-152,72","7,61","-0,33","19,80","14,16%","-18,25%","0,99","3,12%","-17,24%","0,00","5.127.330.000,00","2,10","7,04%","Transporte","Transporte Ferroviário","ALL - AMÉRICA LATINA LOGÍSTICA S/A PN","PN"
"ALLL11","16,50","-5,82","1,00","1,071","0,00%","0,208","-151,80","7,57","-0,32","19,76","14,16%","-18,25%","0,99","3,12%","-17,24%","0,00","5.127.330.000,00","2,10","7,04%","Transporte","Transporte Ferroviário","ALL - AMÉRICA LATINA LOGÍSTICA S/A UNT","UNT"
"UCAS3","2,53","-5,50","0,97","0,997","0,00%","0,731","3,95","-4,07","4,95","-3,44","-24,50%","-18,12%","1,88","-20,62%","-17,65%","1.129.960,00","172.242.000,00","0,00","-10,67%","Utilidades Domésticas","Móveis","UNICASA ON NM","ON NM"
"FRIO3","50,50","-5,47","2,73","0,229","0,00%","0,159","-4,37","17,44","-0,71","53,81","1,31%","-3,40%","0,95","1,87%","-50,02%","144.558,00","75.839.000,00","11,60","6,46%","Equipamentos Elétricos","Equipamentos Elétricos","Metalfrio ON NM","ON NM"
"BUET3","24,99","-5,46","-0,97","1,961","0,00%","0,572","-0,67","-13,13","-0,39","-22,60","-14,93%","-35,93%","0,11","-5,95%","17,79%","0,00","-124.674.000,00","-0,70","4,55%","Tecidos, Vestuário e Calçados","Fios e Tecidos","BUETTNER S/A - INDUSTRIA E COMERCIO ON","ON"
"GOAU4","5,34","-5,36","0,58","0,150","0,00%","0,097","0,56","4,12","-0,46","16,11","3,65%","-6,48%","2,08","2,79%","-10,81%","96.152.100,00","9.050.460.000,00","2,29","-1,38%","Siderurgia e Metalurgia","Siderurgia","METALÚRGICA GERDAU PN N1","PN N1"
"TLCP3","48,00","-5,02","1,76","0,824","0,00%","0,533","-2,76","-26,61","-1,33","-43,86","-3,10%","-16,40%","0,61","-2,52%","-35,04%","0,00","262.979.000,00","1,21","9,09%","","","TELE LESTE CELULAR PARTICIPAÇÕES SA ON","ON"
"GOAU3","4,99","-5,01","0,54","0,140","0,00%","0,090","0,53","3,85","-0,43","15,85","3,65%","-6,48%","2,08","2,79%","-10,81%","755.933,00","9.050.460.000,00","2,29","-1,38%","Siderurgia e Metalurgia","Siderurgia","METALÚRGICA GERDAU ON N1","ON N1"
